Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC007_ViewPublishedBulletinMemo,Chrome 120.0.0.0,,,2023-12-28 10:20:14,2023-12-28 10:21:09,54.835s,PASSED
"callTestCase(findTestCase(""Test Cases/Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 10:20:15,2023-12-28 10:21:06,51.693s,PASSED
"published_BM = getText(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 10:21:06,2023-12-28 10:21:07,0.339s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 10:21:07,2023-12-28 10:21:07,0.418s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupPublished_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 10:21:07,2023-12-28 10:21:07,0.452s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 10:21:07,2023-12-28 10:21:07,0.001s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 10:21:07,2023-12-28 10:21:07,0.000s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""BulletinListAll"" or @id=""BulletinListByVendor""]""))",Chrome 120.0.0.0,,,2023-12-28 10:21:07,2023-12-28 10:21:08,0.299s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:08,0.285s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:08,0.000s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:08,0.000s,PASSED
"verifyEqual(published_BM, rows_count)",Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:08,0.002s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:08,0.381s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 10:21:08,2023-12-28 10:21:09,0.678s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC008_ViewOpenTickets,Chrome 120.0.0.0,,,2023-12-28 10:21:09,2023-12-28 10:22:03,53.866s,PASSED
"callTestCase(findTestCase(""Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 10:21:09,2023-12-28 10:22:00,50.693s,PASSED
"open_Tickets = getText(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 10:22:00,2023-12-28 10:22:00,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 10:22:00,2023-12-28 10:22:01,0.401s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupOpen_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 10:22:01,2023-12-28 10:22:01,0.458s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 10:22:01,2023-12-28 10:22:01,0.000s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 10:22:01,2023-12-28 10:22:01,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""BulletinListAll2"" or @id=""BulletinListByVendor2""]""))",Chrome 120.0.0.0,,,2023-12-28 10:22:01,2023-12-28 10:22:02,0.289s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:02,0.295s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:02,0.001s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:02,0.001s,PASSED
"verifyEqual(open_Tickets, rows_count)",Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:02,0.002s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:02,0.394s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 10:22:02,2023-12-28 10:22:03,0.674s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC009_ViewUnreadRA_NoRecords,Chrome 120.0.0.0,,,2023-12-28 10:22:03,2023-12-28 10:22:56,53.170s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 10:22:03,2023-12-28 10:22:05,1.268s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 10:22:05,2023-12-28 10:22:06,1.152s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 10:22:06,2023-12-28 10:22:09,2.981s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 10:22:09,2023-12-28 10:22:09,0.642s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 10:22:09,2023-12-28 10:22:10,0.587s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 10:22:10,2023-12-28 10:22:12,2.009s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 10:22:12,2023-12-28 10:22:12,0.450s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 10:22:12,2023-12-28 10:22:56,43.794s,FAILED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC010_ViewUnreadForm2307_NoRecords,Chrome 120.0.0.0,,,2023-12-28 10:22:56,2023-12-28 10:23:48,52.260s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 10:22:57,2023-12-28 10:22:58,1.910s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 10:22:58,2023-12-28 10:22:59,0.675s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 10:22:59,2023-12-28 10:23:01,2.346s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 10:23:01,2023-12-28 10:23:02,0.637s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 10:23:02,2023-12-28 10:23:03,0.522s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 10:23:03,2023-12-28 10:23:05,2.009s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 10:23:05,2023-12-28 10:23:05,0.413s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 10:23:05,2023-12-28 10:23:48,43.409s,FAILED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC011_ViewPublishedBulletinMemo_NoRecords,Chrome 120.0.0.0,,,2023-12-28 10:23:48,2023-12-28 10:24:41,52.706s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 10:23:49,2023-12-28 10:23:51,1.846s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 10:23:51,2023-12-28 10:23:51,0.839s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 10:23:51,2023-12-28 10:23:54,2.544s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 10:23:54,2023-12-28 10:23:55,0.610s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 10:23:55,2023-12-28 10:23:55,0.539s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 10:23:55,2023-12-28 10:23:57,2.009s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 10:23:57,2023-12-28 10:23:58,0.621s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 10:23:58,2023-12-28 10:24:41,43.395s,FAILED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC012_ViewOpenTickets_NoRecords,Chrome 120.0.0.0,,,2023-12-28 10:24:41,2023-12-28 10:25:34,52.654s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 10:24:41,2023-12-28 10:24:43,1.821s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 10:24:43,2023-12-28 10:24:44,1.128s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 10:24:44,2023-12-28 10:24:47,2.438s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 10:24:47,2023-12-28 10:24:48,0.642s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 10:24:48,2023-12-28 10:24:48,0.493s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 10:24:48,2023-12-28 10:24:50,2.004s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 10:24:50,2023-12-28 10:24:50,0.369s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 10:24:50,2023-12-28 10:25:34,43.435s,FAILED
