Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Test Cases/Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 12:59:56,2023-12-28 13:00:48,51.792s,PASSED
"unRead_Form2307 = getText(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 13:00:48,2023-12-28 13:00:48,0.402s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 13:00:48,2023-12-28 13:00:49,0.503s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupUnread_Form 2307""), ""Form 2307"")",Chrome 120.0.0.0,,,2023-12-28 13:00:49,2023-12-28 13:00:50,0.550s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.000s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.002s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""Form2307Pop""]/div/div[2]""))",Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.324s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.309s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.001s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.000s,PASSED
"verifyEqual(unRead_Form2307, rows_count)",Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:50,0.002s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:00:50,2023-12-28 13:00:51,0.483s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:00:51,2023-12-28 13:00:51,0.773s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC007_ViewPublishedBulletinMemo,Chrome 120.0.0.0,,,2023-12-28 13:00:51,2023-12-28 13:01:51,59.482s,PASSED
"callTestCase(findTestCase(""Test Cases/Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 13:00:52,2023-12-28 13:01:48,55.290s,PASSED
"published_BM = getText(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 13:01:48,2023-12-28 13:01:48,0.427s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 13:01:48,2023-12-28 13:01:48,0.534s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupPublished_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 13:01:48,2023-12-28 13:01:49,0.555s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 13:01:49,2023-12-28 13:01:49,0.001s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 13:01:49,2023-12-28 13:01:49,0.000s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""BulletinListAll"" or @id=""BulletinListByVendor""]""))",Chrome 120.0.0.0,,,2023-12-28 13:01:49,2023-12-28 13:01:49,0.310s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 13:01:49,2023-12-28 13:01:50,0.323s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 13:01:50,2023-12-28 13:01:50,0.001s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 13:01:50,2023-12-28 13:01:50,0.000s,PASSED
"verifyEqual(published_BM, rows_count)",Chrome 120.0.0.0,,,2023-12-28 13:01:50,2023-12-28 13:01:50,0.003s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:01:50,2023-12-28 13:01:50,0.467s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:01:50,2023-12-28 13:01:51,0.767s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC008_ViewOpenTickets,Chrome 120.0.0.0,,,2023-12-28 13:01:51,2023-12-28 13:02:50,58.714s,PASSED
"callTestCase(findTestCase(""Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 13:01:52,2023-12-28 13:02:46,54.491s,PASSED
"open_Tickets = getText(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 13:02:46,2023-12-28 13:02:47,0.455s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 13:02:47,2023-12-28 13:02:47,0.532s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupOpen_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 13:02:47,2023-12-28 13:02:48,0.552s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.000s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""BulletinListAll2"" or @id=""BulletinListByVendor2""]""))",Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.294s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.298s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.000s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.004s,PASSED
"verifyEqual(open_Tickets, rows_count)",Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:48,0.003s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:02:48,2023-12-28 13:02:49,0.479s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:02:49,2023-12-28 13:02:50,0.785s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC009_ViewUnreadRA_NoRecords,Chrome 120.0.0.0,,,2023-12-28 13:02:50,2023-12-28 13:03:46,55.926s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 13:02:51,2023-12-28 13:02:52,1.310s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 13:02:52,2023-12-28 13:02:53,0.877s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 13:02:53,2023-12-28 13:02:55,2.525s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 13:02:55,2023-12-28 13:02:56,0.750s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 13:02:56,2023-12-28 13:02:57,0.676s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 13:02:57,2023-12-28 13:02:59,2.009s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 13:02:59,2023-12-28 13:03:40,41.392s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 13:03:40,2023-12-28 13:03:42,2.351s,PASSED
"getText(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 13:03:42,2023-12-28 13:03:43,0.386s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 13:03:43,2023-12-28 13:03:43,0.456s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupUnread_Remittance Advice""), ""Remittance Advice"")",Chrome 120.0.0.0,,,2023-12-28 13:03:43,2023-12-28 13:03:44,0.481s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_NoRecords""), 2)",Chrome 120.0.0.0,,,2023-12-28 13:03:44,2023-12-28 13:03:44,0.354s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/text_No records have been added yet""), ""No records have been added yet"")",Chrome 120.0.0.0,,,2023-12-28 13:03:44,2023-12-28 13:03:44,0.362s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:03:44,2023-12-28 13:03:45,0.412s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:03:45,2023-12-28 13:03:46,0.704s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC010_ViewUnreadForm2307_NoRecords,Chrome 120.0.0.0,,,2023-12-28 13:03:46,2023-12-28 13:04:41,55.156s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 13:03:46,2023-12-28 13:03:47,1.323s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 13:03:47,2023-12-28 13:03:48,0.699s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 13:03:48,2023-12-28 13:03:51,2.692s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 13:03:51,2023-12-28 13:03:52,0.754s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 13:03:52,2023-12-28 13:03:52,0.544s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 13:03:52,2023-12-28 13:03:54,2.013s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 13:03:54,2023-12-28 13:04:35,41.272s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 13:04:35,2023-12-28 13:04:38,2.255s,PASSED
"getText(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 13:04:38,2023-12-28 13:04:38,0.363s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 13:04:38,2023-12-28 13:04:38,0.429s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupUnread_Form 2307""), ""Form 2307"")",Chrome 120.0.0.0,,,2023-12-28 13:04:38,2023-12-28 13:04:39,0.466s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_NoRecords""), 2)",Chrome 120.0.0.0,,,2023-12-28 13:04:39,2023-12-28 13:04:39,0.351s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/text_No records have been added yet""), ""No records have been added yet"")",Chrome 120.0.0.0,,,2023-12-28 13:04:39,2023-12-28 13:04:40,0.364s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:04:40,2023-12-28 13:04:40,0.432s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:04:40,2023-12-28 13:04:41,0.719s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC011_ViewPublishedBulletinMemo_NoRecords,Chrome 120.0.0.0,,,2023-12-28 13:04:41,2023-12-28 13:05:36,54.887s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 13:04:41,2023-12-28 13:04:42,1.296s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 13:04:42,2023-12-28 13:04:43,0.728s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 13:04:43,2023-12-28 13:04:46,2.625s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 13:04:46,2023-12-28 13:04:46,0.631s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 13:04:46,2023-12-28 13:04:47,0.541s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 13:04:47,2023-12-28 13:04:49,2.017s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 13:04:49,2023-12-28 13:05:30,41.281s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 13:05:30,2023-12-28 13:05:32,2.100s,PASSED
"getText(findTestObject(""Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 13:05:32,2023-12-28 13:05:33,0.361s,PASSED
"click(findTestObject(""Page_Homescreen/counter_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 13:05:33,2023-12-28 13:05:33,0.453s,PASSED
"verifyElementText(findTestObject(""Page_Homescreen/popupPublished_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 13:05:33,2023-12-28 13:05:34,0.576s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_NoRecords""), 2)",Chrome 120.0.0.0,,,2023-12-28 13:05:34,2023-12-28 13:05:34,0.362s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/text_No records have been added yet""), ""No records have been added yet"")",Chrome 120.0.0.0,,,2023-12-28 13:05:34,2023-12-28 13:05:34,0.375s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:05:34,2023-12-28 13:05:35,0.441s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:05:35,2023-12-28 13:05:36,0.703s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC012_ViewOpenTickets_NoRecords,Chrome 120.0.0.0,,,2023-12-28 13:05:36,2023-12-28 13:06:31,55.084s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-28 13:05:36,2023-12-28 13:05:37,1.286s,PASSED
navigateToUrl(URL_vendor),Chrome 120.0.0.0,,,2023-12-28 13:05:37,2023-12-28 13:05:38,0.788s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Username""), ""12202023_VP"")",Chrome 120.0.0.0,,,2023-12-28 13:05:38,2023-12-28 13:05:41,2.872s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password""), ""xngilo02Z2BNHXedMmXvHw=="")",Chrome 120.0.0.0,,,2023-12-28 13:05:41,2023-12-28 13:05:42,0.624s,PASSED
"click(findTestObject(""Object Repository/Page_Login/button_Login""))",Chrome 120.0.0.0,,,2023-12-28 13:05:42,2023-12-28 13:05:42,0.498s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-28 13:05:42,2023-12-28 13:05:44,2.010s,PASSED
"navigateToUrl(""https://10.143.206.85/NonTradeVendorPortal/"")",Chrome 120.0.0.0,,,2023-12-28 13:05:44,2023-12-28 13:06:25,41.175s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 13:06:25,2023-12-28 13:06:28,2.232s,PASSED
"getText(findTestObject(""Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 13:06:28,2023-12-28 13:06:28,0.337s,PASSED
"click(findTestObject(""Page_Homescreen/counter_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 13:06:28,2023-12-28 13:06:28,0.431s,PASSED
"verifyElementText(findTestObject(""Page_Homescreen/popupOpen_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 13:06:28,2023-12-28 13:06:29,0.579s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_NoRecords""), 2)",Chrome 120.0.0.0,,,2023-12-28 13:06:29,2023-12-28 13:06:29,0.351s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/text_No records have been added yet""), ""No records have been added yet"")",Chrome 120.0.0.0,,,2023-12-28 13:06:29,2023-12-28 13:06:30,0.339s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 13:06:30,2023-12-28 13:06:30,0.416s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 13:06:30,2023-12-28 13:06:31,0.678s,PASSED
